Restaurant Name,Country Code,City,Locality,Cuisines,Avg_Cost,Currency,Accepts_Table_Booking,Online Delivery,Is delivering now,Switch to order menu,Price range,Aggregate_Rating,Rating_Schema,Rating,Votes,Country,Exchange Rate (to INR),Converted Cost (INR)
Pishori Chicken,1,New Delhi,Paschim Vihar,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,46,India,1.0,700.0
Pizza Break,1,New Delhi,Paschim Vihar,Pizza,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,75,India,1.0,800.0
Pizza Break,1,New Delhi,Paschim Vihar,Fast Food,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,75,India,1.0,800.0
Pizza Hut Delivery,1,New Delhi,Paschim Vihar,Italian,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,58,India,1.0,800.0
Pizza Hut Delivery,1,New Delhi,Paschim Vihar,Pizza,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,58,India,1.0,800.0
Pizza Hut Delivery,1,New Delhi,Paschim Vihar,Fast Food,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,58,India,1.0,800.0
PK Shoppe,1,New Delhi,Paschim Vihar,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,36,India,1.0,200.0
Pudding & Pie,1,New Delhi,Paschim Vihar,Bakery,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16,India,1.0,450.0
Pudding & Pie,1,New Delhi,Paschim Vihar,Desserts,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16,India,1.0,450.0
Pudding & Pie,1,New Delhi,Paschim Vihar,Fast Food,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16,India,1.0,450.0
Punjabi Angithi,1,New Delhi,Paschim Vihar,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,31,India,1.0,400.0
Punjabi Angithi,1,New Delhi,Paschim Vihar,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,31,India,1.0,400.0
Punjabi Angithi,1,New Delhi,Paschim Vihar,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,31,India,1.0,400.0
Punjabi Handi,1,New Delhi,Paschim Vihar,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,39,India,1.0,650.0
Punjabi Handi,1,New Delhi,Paschim Vihar,Chinese,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,39,India,1.0,650.0
Quality Cake Shop,1,New Delhi,Paschim Vihar,Desserts,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,92,India,1.0,350.0
Quality Cake Shop,1,New Delhi,Paschim Vihar,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,92,India,1.0,350.0
Quality Cake Shop,1,New Delhi,Paschim Vihar,Chinese,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,92,India,1.0,350.0
Rahul's Rasoi,1,New Delhi,Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,78,India,1.0,600.0
Rahul's Rasoi,1,New Delhi,Paschim Vihar,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,78,India,1.0,600.0
RTW,1,New Delhi,Paschim Vihar,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,49,India,1.0,150.0
Sahib e Aalam,1,New Delhi,Paschim Vihar,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,49,India,1.0,450.0
Sahib e Aalam,1,New Delhi,Paschim Vihar,Mughlai,450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,49,India,1.0,450.0
Shree Durga Dosa,1,New Delhi,Paschim Vihar,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,35,India,1.0,250.0
Shree Durga Dosa,1,New Delhi,Paschim Vihar,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,35,India,1.0,250.0
Shree Durga Dosa,1,New Delhi,Paschim Vihar,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,27,India,1.0,250.0
Shree Durga Dosa,1,New Delhi,Paschim Vihar,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,27,India,1.0,250.0
Shree Rathnam,1,New Delhi,Paschim Vihar,South Indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,95,India,1.0,800.0
Shree Rathnam,1,New Delhi,Paschim Vihar,North Indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,95,India,1.0,800.0
Shree Rathnam,1,New Delhi,Paschim Vihar,Chinese,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,95,India,1.0,800.0
Sunil Momos.Com,1,New Delhi,Paschim Vihar,Chinese,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,65,India,1.0,200.0
Temptation Food,1,New Delhi,Paschim Vihar,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,29,India,1.0,300.0
Temptation Food,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,29,India,1.0,300.0
Wheelyz,1,New Delhi,Paschim Vihar,North Indian,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,32,India,1.0,550.0
Wheelyz,1,New Delhi,Paschim Vihar,Chinese,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,32,India,1.0,550.0
Wheelyz,1,New Delhi,Paschim Vihar,Fast Food,550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,32,India,1.0,550.0
Ashok Meat Wala,1,New Delhi,Paschim Vihar,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,40,India,1.0,500.0
Biryani Sons & Co.,1,New Delhi,Paschim Vihar,Biryani,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,63,India,1.0,400.0
Biryani Sons & Co.,1,New Delhi,Paschim Vihar,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,63,India,1.0,400.0
Curry Tree,1,New Delhi,Paschim Vihar,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,18,India,1.0,700.0
Deli 63,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,52,India,1.0,300.0
Deli 63,1,New Delhi,Paschim Vihar,Street Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,52,India,1.0,300.0
Friends Shawarma,1,New Delhi,Paschim Vihar,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,107,India,1.0,350.0
Friends Shawarma,1,New Delhi,Paschim Vihar,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,107,India,1.0,350.0
Ganesh Restaurant,1,New Delhi,Paschim Vihar,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,105,India,1.0,550.0
Ganesh Restaurant,1,New Delhi,Paschim Vihar,Mughlai,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,105,India,1.0,550.0
Kake Da Hotel,1,New Delhi,Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,29,India,1.0,600.0
Nirmal Vada Pav,1,New Delhi,Paschim Vihar,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,75,India,1.0,200.0
Oasis Baklawa,1,New Delhi,Paschim Vihar,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,76,India,1.0,400.0
Puri Bakers,1,New Delhi,Paschim Vihar,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,108,India,1.0,300.0
Puri Bakers,1,New Delhi,Paschim Vihar,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,108,India,1.0,300.0
Wonder Taste of Spices,1,New Delhi,Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,75,India,1.0,600.0
Wonder Taste of Spices,1,New Delhi,Paschim Vihar,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,75,India,1.0,600.0
Wonder Taste of Spices,1,New Delhi,Paschim Vihar,Fast Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,75,India,1.0,600.0
Biryaniwala,1,New Delhi,Paschim Vihar,Biryani,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,68,India,1.0,300.0
Biryaniwala,1,New Delhi,Paschim Vihar,North Indian,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.1,Red,Poor,68,India,1.0,300.0
Firangi N More,1,New Delhi,Paschim Vihar,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,43,India,1.0,400.0
Firangi N More,1,New Delhi,Paschim Vihar,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,43,India,1.0,400.0
Pakwan,1,New Delhi,Paschim Vihar,North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,45,India,1.0,700.0
Pakwan,1,New Delhi,Paschim Vihar,Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,45,India,1.0,700.0
Pakwan,1,New Delhi,Paschim Vihar,Mughlai,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.1,Red,Poor,45,India,1.0,700.0
Subway,1,New Delhi,Paschim Vihar,American,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,31,India,1.0,500.0
Subway,1,New Delhi,Paschim Vihar,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,31,India,1.0,500.0
Subway,1,New Delhi,Paschim Vihar,Salad,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,31,India,1.0,500.0
Subway,1,New Delhi,Paschim Vihar,Healthy Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,31,India,1.0,500.0
24x7,1,New Delhi,Patparganj,North Indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,18,India,1.0,1200.0
24x7,1,New Delhi,Patparganj,Continental,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,18,India,1.0,1200.0
24x7,1,New Delhi,Patparganj,Chinese,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.1,Orange,Average,18,India,1.0,1200.0
Cafe Cook,1,New Delhi,Patparganj,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,15,India,1.0,400.0
Cafe Cook,1,New Delhi,Patparganj,Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,15,India,1.0,400.0
La-Nawaab,1,New Delhi,Patparganj,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,India,1.0,500.0
La-Nawaab,1,New Delhi,Patparganj,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,India,1.0,500.0
La-Nawaab,1,New Delhi,Patparganj,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,5,India,1.0,500.0
Roadside Cafe,1,New Delhi,Patparganj,Chinese,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,55,India,1.0,450.0
Roadside Cafe,1,New Delhi,Patparganj,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,55,India,1.0,450.0
Royal India Food Plaza,1,New Delhi,Patparganj,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,India,1.0,400.0
Sir John Bakery Cafe,1,New Delhi,Patparganj,Bakery,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,27,India,1.0,500.0
Sir John Bakery Cafe,1,New Delhi,Patparganj,Desserts,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,27,India,1.0,500.0
Sir John Bakery Cafe,1,New Delhi,Patparganj,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,27,India,1.0,500.0
Bikku Bakes,1,New Delhi,Patparganj,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,59,India,1.0,300.0
Bikku Bakes,1,New Delhi,Patparganj,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,59,India,1.0,300.0
Giani,1,New Delhi,Patparganj,Ice Cream,400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,65,India,1.0,400.0
Giani,1,New Delhi,Patparganj,Desserts,400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,65,India,1.0,400.0
Zune - Piccadily Hotel,1,New Delhi,"Piccadily Hotel, Janakpuri",North Indian,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,67,India,1.0,2000.0
Zune - Piccadily Hotel,1,New Delhi,"Piccadily Hotel, Janakpuri",Kashmiri,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,67,India,1.0,2000.0
Zune - Piccadily Hotel,1,New Delhi,"Piccadily Hotel, Janakpuri",Mughlai,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2.6,Orange,Average,67,India,1.0,2000.0
361 Restaurant & Banquet,1,New Delhi,Pitampura,North Indian,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,67,India,1.0,1100.0
361 Restaurant & Banquet,1,New Delhi,Pitampura,Chinese,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,67,India,1.0,1100.0
361 Restaurant & Banquet,1,New Delhi,Pitampura,Seafood,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.4,Orange,Average,67,India,1.0,1100.0
6 Pack Momos,1,New Delhi,Pitampura,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,India,1.0,300.0
Amritsari Kulcha,1,New Delhi,Pitampura,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,4,India,1.0,100.0
Bake Houz,1,New Delhi,Pitampura,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,4,India,1.0,300.0
Ben's Foods,1,New Delhi,Pitampura,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,9,India,1.0,350.0
Ben's Foods,1,New Delhi,Pitampura,Chinese,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,9,India,1.0,350.0
Bobby Punjabi Rasoi,1,New Delhi,Pitampura,North Indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,113,India,1.0,650.0
Bobby Punjabi Rasoi,1,New Delhi,Pitampura,Mughlai,650,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,113,India,1.0,650.0
Bromfy Public House,1,New Delhi,Pitampura,Continental,1600,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,27,India,1.0,1600.0
Bromfy Public House,1,New Delhi,Pitampura,Italian,1600,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,27,India,1.0,1600.0
Bromfy Public House,1,New Delhi,Pitampura,North Indian,1600,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,27,India,1.0,1600.0
Bromfy Public House,1,New Delhi,Pitampura,Lebanese,1600,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,27,India,1.0,1600.0
BTW,1,New Delhi,Pitampura,Street Food,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,63,India,1.0,400.0
BTW,1,New Delhi,Pitampura,South Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,63,India,1.0,400.0
Chacha Shankar,1,New Delhi,Pitampura,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,29,India,1.0,650.0
Chaska,1,New Delhi,Pitampura,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,161,India,1.0,500.0
Chaska,1,New Delhi,Pitampura,South Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,161,India,1.0,500.0
Chaska,1,New Delhi,Pitampura,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,161,India,1.0,500.0
Chaska,1,New Delhi,Pitampura,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,161,India,1.0,500.0
Chatore.e.e,1,New Delhi,Pitampura,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,38,India,1.0,400.0
Chatore.e.e,1,New Delhi,Pitampura,Mughlai,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,38,India,1.0,400.0
Chatore.e.e,1,New Delhi,Pitampura,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,38,India,1.0,400.0
Chawla's Tandoori Xpress,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,75,India,1.0,600.0
Chawla's Tandoori Xpress,1,New Delhi,Pitampura,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,75,India,1.0,600.0
Chawla's Tandoori Xpress,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,45,India,1.0,600.0
Chawla's Tandoori Xpress,1,New Delhi,Pitampura,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,45,India,1.0,600.0
Chinese Hut,1,New Delhi,Pitampura,Chinese,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,60,India,1.0,450.0
Culinaria,1,New Delhi,Pitampura,North Indian,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,10,India,1.0,1000.0
Culinaria,1,New Delhi,Pitampura,Chinese,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,10,India,1.0,1000.0
Culinaria,1,New Delhi,Pitampura,Continental,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,10,India,1.0,1000.0
Culinaria,1,New Delhi,Pitampura,Thai,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,10,India,1.0,1000.0
Deli Cake Cafe,1,New Delhi,Pitampura,Bakery,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,33,India,1.0,250.0
Deli Cake Cafe,1,New Delhi,Pitampura,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,33,India,1.0,250.0
Deli Cake Cafe,1,New Delhi,Pitampura,Chinese,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,33,India,1.0,250.0
Domino's Pizza,1,New Delhi,Pitampura,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,73,India,1.0,700.0
Domino's Pizza,1,New Delhi,Pitampura,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,73,India,1.0,700.0
Domino's Pizza,1,New Delhi,Pitampura,Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,65,India,1.0,700.0
Domino's Pizza,1,New Delhi,Pitampura,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,65,India,1.0,700.0
Dragon Hut,1,New Delhi,Pitampura,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,72,India,1.0,400.0
Dragon Hut,1,New Delhi,Pitampura,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,72,India,1.0,400.0
Frontier Restaurant,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,7,India,1.0,600.0
Frontier Restaurant,1,New Delhi,Pitampura,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,7,India,1.0,600.0
Giani's,1,New Delhi,Pitampura,Ice Cream,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,36,India,1.0,400.0
Giani's,1,New Delhi,Pitampura,Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,36,India,1.0,400.0
Giani,1,New Delhi,Pitampura,Ice Cream,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India,1.0,400.0
Giani,1,New Delhi,Pitampura,Desserts,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India,1.0,400.0
Grand Bikaner,1,New Delhi,Pitampura,Mithai,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,5,India,1.0,200.0
Grand Bikaner,1,New Delhi,Pitampura,Street Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,5,India,1.0,200.0
Hill Chillz 26,1,New Delhi,Pitampura,Ice Cream,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,41,India,1.0,150.0
Hill Chillz 26,1,New Delhi,Pitampura,Desserts,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,41,India,1.0,150.0
K's Town,1,New Delhi,Pitampura,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,20,India,1.0,500.0
K's Town,1,New Delhi,Pitampura,Mughlai,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,20,India,1.0,500.0
Laxmi Ice Cream Parlour,1,New Delhi,Pitampura,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,India,1.0,200.0
Laxmi Ice Cream Parlour,1,New Delhi,Pitampura,Desserts,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,12,India,1.0,200.0
Make My Day,1,New Delhi,Pitampura,Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,25,India,1.0,400.0
Make My Day,1,New Delhi,Pitampura,Bakery,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,25,India,1.0,400.0
Make My Day,1,New Delhi,Pitampura,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,25,India,1.0,400.0
McDonald's,1,New Delhi,Pitampura,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,58,India,1.0,500.0
McDonald's,1,New Delhi,Pitampura,Burger,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,58,India,1.0,500.0
Mikky Peshawari,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,49,India,1.0,600.0
Mikky Peshawari,1,New Delhi,Pitampura,Mughlai,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,49,India,1.0,600.0
Moroca,1,New Delhi,Pitampura,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,31,India,1.0,350.0
New Punjabi Dhaba and Caterers,1,New Delhi,Pitampura,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,39,India,1.0,400.0
New Punjabi Dhaba and Caterers,1,New Delhi,Pitampura,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,39,India,1.0,400.0
Pandey Chinese Hut,1,New Delhi,Pitampura,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,43,India,1.0,500.0
Pandey Chinese Hut,1,New Delhi,Pitampura,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,43,India,1.0,500.0
Pandey Chinese Hut,1,New Delhi,Pitampura,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7,India,1.0,500.0
Pandey Chinese Hut,1,New Delhi,Pitampura,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7,India,1.0,500.0
Peppers & Pipes,1,New Delhi,Pitampura,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,15,India,1.0,600.0
Peppers & Pipes,1,New Delhi,Pitampura,Italian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,15,India,1.0,600.0
Peppers & Pipes,1,New Delhi,Pitampura,Continental,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,15,India,1.0,600.0
Punjabi Zaika,1,New Delhi,Pitampura,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,110,India,1.0,400.0
Punjabi Zaika,1,New Delhi,Pitampura,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,110,India,1.0,400.0
Punjabi's Eating Hub,1,New Delhi,Pitampura,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India,1.0,550.0
Punjabi's Eating Hub,1,New Delhi,Pitampura,Chinese,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India,1.0,550.0
Punjabian Di Shaan,1,New Delhi,Pitampura,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,4,India,1.0,500.0
Punjabian Di Shaan,1,New Delhi,Pitampura,Mughlai,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,4,India,1.0,500.0
Punjabian Di Shaan,1,New Delhi,Pitampura,Chinese,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,4,India,1.0,500.0
Puran Chand,1,New Delhi,Pitampura,North Indian,750,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,48,India,1.0,750.0
Ram Chinese Food,1,New Delhi,Pitampura,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,9,India,1.0,400.0
Rooftop,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,24,India,1.0,600.0
Rooftop,1,New Delhi,Pitampura,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,24,India,1.0,600.0
Rooftop,1,New Delhi,Pitampura,Italian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,24,India,1.0,600.0
Ruchi's Food Junction,1,New Delhi,Pitampura,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,8,India,1.0,400.0
Ruchi's Food Junction,1,New Delhi,Pitampura,Mughlai,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,8,India,1.0,400.0
Sahni Veg & Non Veg,1,New Delhi,Pitampura,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,26,India,1.0,600.0
