Restaurant Name,Country Code,City,Locality,Cuisines,Avg_Cost,Currency,Accepts_Table_Booking,Online Delivery,Is delivering now,Switch to order menu,Price range,Aggregate_Rating,Rating_Schema,Rating,Votes,Country,Exchange Rate (to INR),Converted Cost (INR)
Ancient Spice,1,Gurgaon,Ardee City,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India,1.0,300.0
Ancient Spice,1,Gurgaon,Ardee City,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India,1.0,300.0
Chimney - The Takeaway,1,Gurgaon,Ardee City,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Chimney - The Takeaway,1,Gurgaon,Ardee City,South Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Chimney - The Takeaway,1,Gurgaon,Ardee City,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Costa Coffee,1,Gurgaon,Ardee City,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India,1.0,600.0
Good to Go,1,Gurgaon,Ardee City,Raw Meats,500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Gopi Sweets & Caters,1,Gurgaon,Ardee City,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,100.0
Gopi Sweets & Caters,1,Gurgaon,Ardee City,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,100.0
Late Night Food,1,Gurgaon,Ardee City,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Late Night Food,1,Gurgaon,Ardee City,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Late Night Food,1,Gurgaon,Ardee City,Fast Food,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Lavi Foji Dhaba,1,Gurgaon,Ardee City,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Narayan Fast Food Home,1,Gurgaon,Ardee City,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
Narayan Fast Food Home,1,Gurgaon,Ardee City,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,350.0
OMG Kitchenz,1,Gurgaon,Ardee City,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
OMG Kitchenz,1,Gurgaon,Ardee City,Street Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India,1.0,300.0
OMG Tiffinz,1,Gurgaon,Ardee City,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
OMG Tiffinz,1,Gurgaon,Ardee City,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,250.0
Sardarji Chicken Point,1,Gurgaon,Ardee City,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Sardarji Chicken Point,1,Gurgaon,Ardee City,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India,1.0,500.0
Solty Hotel,1,Gurgaon,Ardee City,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India,1.0,200.0
Tanishk Gourmet Indian,1,Gurgaon,Ardee City,North Indian,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,800.0
Tanishk Gourmet Indian,1,Gurgaon,Ardee City,Mughlai,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,800.0
Tanishk Gourmet Indian,1,Gurgaon,Ardee City,Seafood,800,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India,1.0,800.0
The Burger Chef,1,Gurgaon,Ardee City,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India,1.0,350.0
Club Tokyo - Best Western Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",Japanese,1500,Indian Rupees(Rs.),Yes,No,No,No,3,2.8,Orange,Average,13,India,1.0,1500.0
Lattitude - Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",North Indian,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,15,India,1.0,2500.0
Lattitude - Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",Chinese,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,15,India,1.0,2500.0
Lattitude - Skycity Hotel,1,Gurgaon,"Best Western Skycity Hotel, Sector 15, Gurgaon",Continental,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2.9,Orange,Average,15,India,1.0,2500.0
Bisque Bakery,1,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon",Bakery,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,415,India,1.0,500.0
Bisque Bakery,1,Gurgaon,"Central Arcade, DLF Phase 2, Gurgaon",Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,415,India,1.0,500.0
Behrouz Biryani,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,36,India,1.0,600.0
Domino's Pizza,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Pizza,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,104,India,1.0,700.0
Domino's Pizza,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,104,India,1.0,700.0
Giani,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Ice Cream,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,70,India,1.0,400.0
Giani,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,70,India,1.0,400.0
PizzaVito,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Italian,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,218,India,1.0,900.0
PizzaVito,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Pizza,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,218,India,1.0,900.0
PizzaVito,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Lebanese,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.3,Orange,Average,218,India,1.0,900.0
Shawarma House,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Lebanese,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,225,India,1.0,500.0
Subway,1,Gurgaon,"Central Plaza Mall, Golf Course Road",American,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,150,India,1.0,500.0
Subway,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,150,India,1.0,500.0
Subway,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Salad,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,150,India,1.0,500.0
Subway,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Healthy Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,150,India,1.0,500.0
Asian Bistro,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Chinese,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,184,India,1.0,1600.0
Asian Bistro,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Thai,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,184,India,1.0,1600.0
Asian Bistro,1,Gurgaon,"Central Plaza Mall, Golf Course Road",North Indian,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,184,India,1.0,1600.0
Asian Bistro,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Japanese,1600,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,184,India,1.0,1600.0
BBQ Factory,1,Gurgaon,"Central Plaza Mall, Golf Course Road",North Indian,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,146,India,1.0,1400.0
Faaso's,1,Gurgaon,"Central Plaza Mall, Golf Course Road",North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,33,India,1.0,600.0
Faaso's,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Fast Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,33,India,1.0,600.0
Chaayos,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,48,India,1.0,400.0
Chaayos,1,Gurgaon,"Central Plaza Mall, Golf Course Road",Tea,400,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,48,India,1.0,400.0
Mosaic - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,91,India,1.0,1500.0
Mosaic - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",Asian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,91,India,1.0,1500.0
Mosaic - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",Continental,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,91,India,1.0,1500.0
60 ML - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.0,Orange,Average,7,India,1.0,1000.0
Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",Continental,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,37,India,1.0,1800.0
Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",North Indian,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,37,India,1.0,1800.0
Mosaic - Country Inn & Suites by Carlson,1,Gurgaon,"Country Inn & Suites by Carlson, Sector 12",Chinese,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.5,Yellow,Good,37,India,1.0,1800.0
Big Shot Bar - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar",Chinese,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,32,India,1.0,2200.0
Big Shot Bar - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar",Italian,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,32,India,1.0,2200.0
Big Shot Bar - Country Inn & Suites,1,Gurgaon,"Country Inn & Suites By Carlson, Udyog Vihar",North Indian,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.5,Yellow,Good,32,India,1.0,2200.0
Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites, Sohna Road",North Indian,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,19,India,1.0,1300.0
Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites, Sohna Road",Chinese,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,19,India,1.0,1300.0
Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites, Sohna Road",Italian,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,19,India,1.0,1300.0
Mosaic - Country Inn & Suites By Carlson,1,Gurgaon,"Country Inn & Suites, Sohna Road",Continental,1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,19,India,1.0,1300.0
Downtown Kitchen & Bar - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",Chinese,2700,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,6,India,1.0,2700.0
Downtown Kitchen & Bar - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",North Indian,2700,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,6,India,1.0,2700.0
Downtown Kitchen & Bar - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",Italian,2700,Indian Rupees(Rs.),No,No,No,No,4,3.2,Orange,Average,6,India,1.0,2700.0
Courtyard Grill - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",Chinese,2500,Indian Rupees(Rs.),No,No,No,No,4,0.0,White,Not rated,3,India,1.0,2500.0
Courtyard Grill - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",North Indian,2500,Indian Rupees(Rs.),No,No,No,No,4,0.0,White,Not rated,3,India,1.0,2500.0
Courtyard Grill - Courtyard by Marriott,1,Gurgaon,"Courtyard by Marriott, Sushant Lok",Italian,2500,Indian Rupees(Rs.),No,No,No,No,4,0.0,White,Not rated,3,India,1.0,2500.0
Di Ghent Boulangerie,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Cafe,1700,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,231,India,1.0,1700.0
Di Ghent Boulangerie,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Belgian,1700,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,231,India,1.0,1700.0
Khyen Chyen,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Kashmiri,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,364,India,1.0,800.0
The Pint Room,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Finger Food,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,127,India,1.0,1700.0
The Pint Room,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Continental,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,127,India,1.0,1700.0
The Pint Room,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Italian,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,127,India,1.0,1700.0
Tughlaq,1,Gurgaon,"Cross Point Mall, DLF Phase 4",North Indian,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351,India,1.0,1000.0
Tughlaq,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Mughlai,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351,India,1.0,1000.0
Tughlaq,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Chinese,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351,India,1.0,1000.0
Tughlaq,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Seafood,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351,India,1.0,1000.0
Big Wong XL,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,162,India,1.0,1500.0
Big Wong XL,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Thai,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,162,India,1.0,1500.0
Big Wong XL,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Sushi,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,162,India,1.0,1500.0
Bunker,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Continental,1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248,India,1.0,1300.0
Bunker,1,Gurgaon,"Cross Point Mall, DLF Phase 4",North Indian,1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248,India,1.0,1300.0
Bunker,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Chinese,1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248,India,1.0,1300.0
Bunker,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Italian,1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,248,India,1.0,1300.0
Culture Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Mediterranean,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,144,India,1.0,1500.0
Culture Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Continental,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,144,India,1.0,1500.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Continental,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",European,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Asian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",North Indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Chinese,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Nowhere Terrace Brewpub Cafe,1,Gurgaon,"Cross Point Mall, DLF Phase 4",Italian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,214,India,1.0,1600.0
Cafe G - Crowne Plaza,1,Gurgaon,"Crowne Plaza, Sector 29",North Indian,3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,181,India,1.0,3500.0
Cafe G - Crowne Plaza,1,Gurgaon,"Crowne Plaza, Sector 29",Continental,3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,181,India,1.0,3500.0
Cafe G - Crowne Plaza,1,Gurgaon,"Crowne Plaza, Sector 29",Chinese,3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,181,India,1.0,3500.0
Wildfire - Crowne Plaza,1,Gurgaon,"Crowne Plaza, Sector 29",South American,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,131,India,1.0,5000.0
Isabella,1,Gurgaon,"Cyber Greens, DLF Cyber City",North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191,India,1.0,700.0
Isabella,1,Gurgaon,"Cyber Greens, DLF Cyber City",Mughlai,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191,India,1.0,700.0
Isabella,1,Gurgaon,"Cyber Greens, DLF Cyber City",Chinese,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191,India,1.0,700.0
Fatburger,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,793,India,1.0,1000.0
Fatburger,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mexican,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,793,India,1.0,1000.0
Burma Burma,1,Gurgaon,"Cyber Hub, DLF Cyber City",Asian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563,India,1.0,1500.0
Burma Burma,1,Gurgaon,"Cyber Hub, DLF Cyber City",Burmese,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563,India,1.0,1500.0
Pier 38,1,Gurgaon,"Cyber Hub, DLF Cyber City",Persian,1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177,India,1.0,1200.0
Pier 38,1,Gurgaon,"Cyber Hub, DLF Cyber City",Arabian,1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177,India,1.0,1200.0
Pier 38,1,Gurgaon,"Cyber Hub, DLF Cyber City",Lebanese,1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177,India,1.0,1200.0
Pier 38,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177,India,1.0,1200.0
Yum Yum Cha,1,Gurgaon,"Cyber Hub, DLF Cyber City",Chinese,1800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407,India,1.0,1800.0
Yum Yum Cha,1,Gurgaon,"Cyber Hub, DLF Cyber City",Japanese,1800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407,India,1.0,1800.0
Yum Yum Cha,1,Gurgaon,"Cyber Hub, DLF Cyber City",Sushi,1800,Indian Rupees(Rs.),No,No,No,No,3,4.5,Dark Green,Excellent,407,India,1.0,1800.0
Amici Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,647,India,1.0,1200.0
Amici Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,647,India,1.0,1200.0
Amici Cafe,1,Gurgaon,"Cyber Hub, DLF Cyber City",Pizza,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,647,India,1.0,1200.0
Au Bon Pain,1,Gurgaon,"Cyber Hub, DLF Cyber City",Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,503,India,1.0,600.0
Au Bon Pain,1,Gurgaon,"Cyber Hub, DLF Cyber City",Bakery,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,503,India,1.0,600.0
California Pizza Kitchen,1,Gurgaon,"Cyber Hub, DLF Cyber City",Pizza,2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,980,India,1.0,2500.0
California Pizza Kitchen,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,980,India,1.0,2500.0
Chai Point,1,Gurgaon,"Cyber Hub, DLF Cyber City",Tea,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,544,India,1.0,200.0
Chai Point,1,Gurgaon,"Cyber Hub, DLF Cyber City",Fast Food,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,544,India,1.0,200.0
Cherry Comet,1,Gurgaon,"Cyber Hub, DLF Cyber City",Ice Cream,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,455,India,1.0,400.0
Cherry Comet,1,Gurgaon,"Cyber Hub, DLF Cyber City",Desserts,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,455,India,1.0,400.0
Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230,India,1.0,1250.0
Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City",Chinese,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230,India,1.0,1250.0
Circus,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,230,India,1.0,1250.0
Dunkin' Donuts,1,Gurgaon,"Cyber Hub, DLF Cyber City",Burger,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,701,India,1.0,600.0
Dunkin' Donuts,1,Gurgaon,"Cyber Hub, DLF Cyber City",Desserts,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,701,India,1.0,600.0
Dunkin' Donuts,1,Gurgaon,"Cyber Hub, DLF Cyber City",Fast Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,701,India,1.0,600.0
Holy Smoke,1,Gurgaon,"Cyber Hub, DLF Cyber City",Steak,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,313,India,1.0,1800.0
Holy Smoke,1,Gurgaon,"Cyber Hub, DLF Cyber City",American,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,313,India,1.0,1800.0
Italiano,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.6,Yellow,Good,625,India,1.0,1500.0
Krispy Kreme,1,Gurgaon,"Cyber Hub, DLF Cyber City",Desserts,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,425,India,1.0,350.0
Krispy Kreme,1,Gurgaon,"Cyber Hub, DLF Cyber City",Beverages,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.9,Yellow,Good,425,India,1.0,350.0
Not Just Paranthas,1,Gurgaon,"Cyber Hub, DLF Cyber City",North Indian,1100,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,734,India,1.0,1100.0
Oh! Calcutta,1,Gurgaon,"Cyber Hub, DLF Cyber City",Bengali,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,706,India,1.0,1700.0
Oh! Calcutta,1,Gurgaon,"Cyber Hub, DLF Cyber City",Seafood,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,706,India,1.0,1700.0
Olive Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Mediterranean,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,1490,India,1.0,2000.0
Olive Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,1490,India,1.0,2000.0
Olive Bistro,1,Gurgaon,"Cyber Hub, DLF Cyber City",European,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,1490,India,1.0,2000.0
Pita Pit,1,Gurgaon,"Cyber Hub, DLF Cyber City",Healthy Food,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,870,India,1.0,600.0
Pita Pit,1,Gurgaon,"Cyber Hub, DLF Cyber City",Salad,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,870,India,1.0,600.0
Raasta,1,Gurgaon,"Cyber Hub, DLF Cyber City",Continental,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,1065,India,1.0,2000.0
Raasta,1,Gurgaon,"Cyber Hub, DLF Cyber City",Italian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,1065,India,1.0,2000.0
